,question
683,Was there ever a US senator that represented the state of Illinois and whose alma mater was California Institute of Technology?
684,Was there ever a US senator that represented the state of Indiana and whose alma mater was California Institute of Technology?
685,Was there ever a US senator that represented the state of Iowa and whose alma mater was California Institute of Technology?
686,Was there ever a US senator that represented the state of Kansas and whose alma mater was California Institute of Technology?
687,Was there ever a US senator that represented the state of Kentucky and whose alma mater was California Institute of Technology?
688,Was there ever a US senator that represented the state of Louisiana and whose alma mater was California Institute of Technology?
689,Was there ever a US senator that represented the state of Maine and whose alma mater was California Institute of Technology?
690,Was there ever a US senator that represented the state of Maryland and whose alma mater was California Institute of Technology?
691,Was there ever a US senator that represented the state of Massachusetts and whose alma mater was California Institute of Technology?
692,Was there ever a US senator that represented the state of Michigan and whose alma mater was California Institute of Technology?
693,Was there ever a US senator that represented the state of Minnesota and whose alma mater was California Institute of Technology?
694,Was there ever a US senator that represented the state of Mississippi and whose alma mater was California Institute of Technology?
695,Was there ever a US senator that represented the state of Missouri and whose alma mater was California Institute of Technology?
696,Was there ever a US senator that represented the state of Montana and whose alma mater was California Institute of Technology?
697,Was there ever a US senator that represented the state of Nebraska and whose alma mater was California Institute of Technology?
698,Was there ever a US senator that represented the state of Nevada and whose alma mater was California Institute of Technology?
699,Was there ever a US senator that represented the state of New Hampshire and whose alma mater was California Institute of Technology?
700,Was there ever a US senator that represented the state of New Jersey and whose alma mater was California Institute of Technology?
701,Was there ever a US senator that represented the state of New York and whose alma mater was California Institute of Technology?
702,Was there ever a US senator that represented the state of North Carolina and whose alma mater was California Institute of Technology?
703,Was there ever a US senator that represented the state of North Dakota and whose alma mater was California Institute of Technology?
704,Was there ever a US senator that represented the state of Ohio and whose alma mater was California Institute of Technology?
705,Was there ever a US senator that represented the state of Oklahoma and whose alma mater was California Institute of Technology?
706,Was there ever a US senator that represented the state of Oregon and whose alma mater was California Institute of Technology?
707,Was there ever a US senator that represented the state of Pennsylvania and whose alma mater was California Institute of Technology?
708,Was there ever a US senator that represented the state of Rhode Island and whose alma mater was California Institute of Technology?
709,Was there ever a US senator that represented the state of South Carolina and whose alma mater was California Institute of Technology?
710,Was there ever a US senator that represented the state of South Dakota and whose alma mater was California Institute of Technology?
711,Was there ever a US senator that represented the state of Tennessee and whose alma mater was California Institute of Technology?
712,Was there ever a US senator that represented the state of Texas and whose alma mater was California Institute of Technology?
713,Was there ever a US senator that represented the state of Utah and whose alma mater was California Institute of Technology?
714,Was there ever a US senator that represented the state of Vermont and whose alma mater was California Institute of Technology?
715,Was there ever a US senator that represented the state of Virginia and whose alma mater was California Institute of Technology?
716,Was there ever a US senator that represented the state of Washington and whose alma mater was California Institute of Technology?
717,Was there ever a US senator that represented the state of West Virginia and whose alma mater was California Institute of Technology?
718,Was there ever a US senator that represented the state of Wisconsin and whose alma mater was California Institute of Technology?
719,Was there ever a US senator that represented the state of Wyoming and whose alma mater was California Institute of Technology?
720,Was there ever a US senator that represented the state of Alabama and whose alma mater was Duke University?
721,Was there ever a US senator that represented the state of Alaska and whose alma mater was Duke University?
722,Was there ever a US senator that represented the state of Arizona and whose alma mater was Duke University?
723,Was there ever a US senator that represented the state of Arkansas and whose alma mater was Duke University?
724,Was there ever a US senator that represented the state of Colorado and whose alma mater was Duke University?
725,Was there ever a US senator that represented the state of Connecticut and whose alma mater was Duke University?
726,Was there ever a US senator that represented the state of Georgia and whose alma mater was Duke University?
727,Was there ever a US senator that represented the state of Hawaii and whose alma mater was Duke University?
728,Was there ever a US senator that represented the state of Idaho and whose alma mater was Duke University?
729,Was there ever a US senator that represented the state of Illinois and whose alma mater was Duke University?
730,Was there ever a US senator that represented the state of Indiana and whose alma mater was Duke University?
731,Was there ever a US senator that represented the state of Iowa and whose alma mater was Duke University?
732,Was there ever a US senator that represented the state of Louisiana and whose alma mater was Duke University?
733,Was there ever a US senator that represented the state of Maine and whose alma mater was Duke University?
734,Was there ever a US senator that represented the state of Maryland and whose alma mater was Duke University?
735,Was there ever a US senator that represented the state of Michigan and whose alma mater was Duke University?
736,Was there ever a US senator that represented the state of Minnesota and whose alma mater was Duke University?
737,Was there ever a US senator that represented the state of Mississippi and whose alma mater was Duke University?
738,Was there ever a US senator that represented the state of Missouri and whose alma mater was Duke University?
739,Was there ever a US senator that represented the state of Montana and whose alma mater was Duke University?
740,Was there ever a US senator that represented the state of Nebraska and whose alma mater was Duke University?
741,Was there ever a US senator that represented the state of Nevada and whose alma mater was Duke University?
742,Was there ever a US senator that represented the state of New Hampshire and whose alma mater was Duke University?
743,Was there ever a US senator that represented the state of New Jersey and whose alma mater was Duke University?
744,Was there ever a US senator that represented the state of New Mexico and whose alma mater was Duke University?
745,Was there ever a US senator that represented the state of New York and whose alma mater was Duke University?
746,Was there ever a US senator that represented the state of North Dakota and whose alma mater was Duke University?
747,Was there ever a US senator that represented the state of Ohio and whose alma mater was Duke University?
748,Was there ever a US senator that represented the state of Oklahoma and whose alma mater was Duke University?
749,Was there ever a US senator that represented the state of Oregon and whose alma mater was Duke University?
750,Was there ever a US senator that represented the state of Pennsylvania and whose alma mater was Duke University?
751,Was there ever a US senator that represented the state of Rhode Island and whose alma mater was Duke University?
752,Was there ever a US senator that represented the state of South Carolina and whose alma mater was Duke University?
